Date,Average
2019-09,0.0348089725036
2019-10,0.0262390029326
2019-11,0.0198787878788
2019-12,0.0188502415459
2020-01,0.0254389312977
2020-02,0.0272820976492
2020-03,0.0308399157451
2020-04,0.0353244128891
2020-05,0.0293029174426
2020-06,0.0297353603604
2020-07,0.0292304426925
2020-08,0.0231434782609
2020-09,0.0209517738359
2020-10,0.0222272727273
