Date,Average
2019-09,16.9298429319
2019-10,12.9498910675
2019-11,13.2132736764
2019-12,11.4776595745
2020-01,10.0360453141
2020-02,10.5880872483
2020-03,12.2217125382
2020-04,11.5519169329
2020-05,7.63492063492
2020-06,15.05
2020-07,12.814516129
2020-08,12.8769230769
2020-09,12.3112026359
2020-10,13.9426666667
