Date,Average
2019-09,9.18765690377
2019-10,6.1631884058
2019-11,8.38912881608
2019-12,7.12465462274
2020-01,5.32432989691
2020-02,6.31605042017
2020-03,7.50259938838
2020-04,7.73317346123
2020-05,5.14888059701
2020-06,8.63404429861
2020-07,8.20008912656
2020-08,6.95
2020-09,6.43432715552
2020-10,6.91481481481
