Date,Average
2019-09,0.197663755459
2019-10,0.216225266362
2019-11,0.255148026316
2019-12,0.235980861244
2020-01,0.208320610687
2020-02,0.209
2020-03,0.01
2020-06,0.1915
2020-07,0.207034482759
2020-08,0.164285714286
2020-09,1.66971496437
2020-10,0.256470588235
